role_title,mapped_term,mapped_dimension,role_family,country_scope,source,confidence
Estimator,source_onet_insurance_appraisers_auto_damage,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Officers,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Air Pollution Compliance Inspector,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Driver Examiner (CDE),source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Driver License Test Administrator,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Administrator (Compliance Admin),source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Analyst,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Consultant,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Coordinator,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Examiner,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Investigator,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Officer,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Professional,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Specialist,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cosmetology Inspector,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Department of Motor Vehicles Clerk (DMV Clerk),source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Deportation Examiner,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Driver Examiner,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Driver License Agent,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Driver License Examiner,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Driver License Reviewing Officer,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Driver License Technician,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Driver's License Examiner,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
EEO Officer (Equal Employment Opportunity Officer),source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Compliance Inspector,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Equal Employment Opportunity Investigator,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Equal Employment Opportunity Representative,source_onet_compliance_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Compliance Inspectors,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Agricultural Chemicals Inspector,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Agricultural Chemicals Registration Specialist,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Air Permitting and Enforcement Inspector,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Air Pollution Inspector,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Authorized Inspector,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
"Certified Erosion, Sediment, and Storm Water Inspector (CESSWI)",source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
City Sanitarian,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Analyst,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Coordinator,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Investigator,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Representative,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Representative Dealer,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Enforcement Officer,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Advisor,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Compliance Coordinator,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Compliance Engineer,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Compliance Inspector,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Compliance Manager,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Compliance Specialist,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Compliance Technician,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Field Specialist,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Health and Safety Advisor (EH & S),source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Inspector,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Protection Specialist,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Environmental Quality Analyst,source_onet_environmental_compliance_inspectors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Equal Opportunity Representatives and Officers,source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Action Officer,source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Affirmative Action Officer (AA Officer),source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Appeals Coordinator,source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Civil Rights Investigator,source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Civil Rights Representative,source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Civil Rights Specialist,source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Complaint Investigations Officer,source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Equal Employment Opportunity Officer (EEO Officer),source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Equal Employment Opportunity Representative (EEO Representative),source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Equal Employment Opportunity Specialist (EEO Specialist),source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Equal Opportunity Counselor,source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Equal Opportunity Specialist,source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Grievance and Appeals Coordinator,source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Grievance Coordinator,source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Human Rights Officer,source_onet_equal_opportunity_representatives_and_officers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Government Property Inspectors and Investigators,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Adjustment Examiner,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Airport Operations Officer,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Analyst,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compliance Coordinator,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Contract Inspector,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Government Gauger,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Housing Inspector,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Housing Management Representative,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Housing Quality Standard Inspector (HQS Inspector),source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Housing Quality Standards Inspector (HQS Inspector),source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Neighborhood Conservation Officer,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Port Patrol Officer,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Project Inspector,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Property Inspector,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Quality Assurance Inspector,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Quality Assurance Representative,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Quality Assurance Specialist,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Rehabilitation Construction Specialist,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Rent and Housing Investigator,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Section 8 Coordinator,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Section 8 Housing Specialist,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Section 8 Specialist,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Site Development Inspector,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Station Examiner,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Warehouse Examiner,source_onet_government_property_inspectors_and_investigators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Coroners,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Autopsy Facilities Manager,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Medical Examiner,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Coroner,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Coroner Investigator,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
County Coroner,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Death Investigator,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Examiner,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Forensic Medical Examiner,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Forensic Pathologist,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
MDI (Medicolegal Death Investigator),source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Medical Examiner,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Medical Examiner Investigator (MEI),source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Medical Investigator,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Medical Legal Death Investigator,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Medicolegal Investigator,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
MLI (Medical Legal Investigator),source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Mobile Medical Examiner,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Paramedical Examiner,source_onet_coroners,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Affairs Specialists,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Anti Money Laundering Compliance Analyst (AML Compliance Analyst),source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Clinical Quality Assurance Associate,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Clinical Quality Assurance Specialist,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
"CMC Regulatory Affairs Manager (Chemistry, Manufacturing, and Controls Regulatory Affairs Manager)",source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drug Regulatory Affairs Specialist,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Product Safety Specialist,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Product Stewardship Specialist,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Quality Assurance Documentation Coordinator,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Quality Assurance Documentation Specialist,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Affairs Analyst (RA Analyst),source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Affairs Associate (RA Associate),source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Affairs Consultant (RA Consultant),source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Affairs Coordinator (RA Coordinator),source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Affairs Scientist,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Affairs Specialist (RA Specialist),source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Affairs Strategist (RA Strategist),source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Analyst,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Compliance Associate,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Compliance Specialist,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Consultant,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Coordinator,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Engineer,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Reporting Analyst,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Scientist,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Regulatory Services Consultant,source_onet_regulatory_affairs_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Brokers,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Air Export Agent,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Air Export Operations Agent,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Air Import Agent,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Boarding Agent,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cargo Agent,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cargo Broker,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cargo Office Agent,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Corporate Licensed Broker,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Agent,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Analyst,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs and Border Patrol Agent (CBP Agent),source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Broker,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Brokerage Agent,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Brokerage Coordinator,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Brokerage Entry Writer,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Brokerage Representative,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Brokerage Specialist,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Compliance Analyst,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Compliance Specialist,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Consultant,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Coordinator,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Entry Specialist,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Entry Writer,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs House Broker,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Customs Specialist,source_onet_customs_brokers,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cost Estimators,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Acquisition Cost Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Analyst,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Building Construction Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Building Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Civil Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Commercial Construction Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Commercial Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Commercial Roofing Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Concrete Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Construction Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Construction Job Cost Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cost Analyst,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cost Consultant,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cost Engineer,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cost Estimating Analyst,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cost Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cost Recovery Technician (Cost Recovery Tech),source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Crating and Moving Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drywall Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Electrical Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Estimating Specialist,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Flooring Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Heavy Civil Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Industrial Estimator,source_onet_cost_estimators,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Human Resources Specialists,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Business Intelligence Engineer,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Career Development Specialist,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Career Development Technician,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Career Specialist,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certification Specialist,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Contract Recruiter,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Corporate Recruiter,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Credentialing Coordinator,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Credentialing Specialist,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Credentials Specialist,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Advisor,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Counselor,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Health Maintenance Program Specialist,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Operations Examiner,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Placement Specialist,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employee Service Officer,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employment Advisor,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employment Appeals Examiner,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employment Interviewer,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employment Officer,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employment Program Representative,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employment Recruiter,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employment Representative,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employment Security Officer,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Employment Service Specialist,source_onet_human_resources_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Farm Labor Contractors,source_onet_farm_labor_contractors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Farm Contractor,source_onet_farm_labor_contractors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Farm Crew Leader,source_onet_farm_labor_contractors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Farm Crew Member,source_onet_farm_labor_contractors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Farm Labor Contractor,source_onet_farm_labor_contractors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Farm Sanitation Employee,source_onet_farm_labor_contractors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Field Contractor,source_onet_farm_labor_contractors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Field Crop Harvest Contractor,source_onet_farm_labor_contractors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Field Manager,source_onet_farm_labor_contractors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Field Supervisor,source_onet_farm_labor_contractors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Harvest Contractor,source_onet_farm_labor_contractors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Harvesting Contractor,source_onet_farm_labor_contractors,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Labor Relations Specialists,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Appeals and Grievances Specialist,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Arbitration Specialist,source_onet_labor_relations_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
